delta1,delta2,delta3,delta4
00000,-0001,00001,00000
00001,00001,00002,00001
00000,00000,00002,00002
00001,00001,00000,00001
00002,00002,00001,00000
00004,00002,00002,00002
00004,00003,00001,00002
00004,00004,00003,00002
00006,00004,00003,00003
00009,00006,00003,00003
00011,00009,00004,00004
00020,00015,00008,00014
00021,00015,00008,00014
00020,00015,00008,00014
00018,00019,00017,00028
00018,00019,00017,00027
00018,00019,00017,00026
00018,00019,00017,00021
00018,00019,00017,00016
00009,00015,00021,00013
00009,00015,00013,00013
00009,00011,00015,00016
00005,00009,00014,00016
00007,00005,00011,00010
00004,00004,00007,00005
00003,00003,00004,00004
00003,00002,00006,00000
00000,00000,00004,00003
00002,00004,00002,00003
00001,00002,00003,00002
00002,-0001,00002,00001
00002,00000,00003,00002
-0001,-0001,00000,00001
00001,00002,00003,00003
00000,00000,00001,00001
00000,-0001,00001,00000
00000,00000,00002,-0001
00003,00001,00001,00001
00003,-0001,00001,00001
00001,00000,00000,00000
00001,-0001,00002,00000
00002,00000,00000,00000
00000,00000,00000,00003
00000,00001,00000,-0001
00002,00001,00001,00000
00001,-0001,00002,00002
00002,-0002,00000,00001
00000,00000,00000,00003
-0001,00000,-0002,00000
00000,00000,-0001,-0003
00001,-0001,-0002,-0001
-0002,00000,00001,-0002
-0001,00001,00000,00000
-0001,00002,-0001,-0002
00000,-0002,-0003,-0001
