delta1,delta2,delta3,delta4
00001,00001,00001,00001
00004,00002,00000,00001
00001,00001,00000,00001
00001,00000,00001,00001
00001,00000,00001,00002
00002,00002,00001,00001
00002,00001,00001,00001
00002,00002,00000,00000
00002,00003,00000,00000
-0001,00001,00001,00003
00004,00001,00001,00000
00003,00002,00001,00001
00003,00005,00001,-0018
00001,00027,-0021,00002
00026,00021,00027,-0007
00026,00024,00027,-0007
00026,00018,00027,-0007
00026,00018,00027,-0005
00028,00017,00029,-0004
00027,00020,00028,-0004
00027,00019,00028,-0004
00028,00019,00029,-0006
00029,00020,00027,-0002
00029,00016,00027,-0002
00028,00019,00028,-0003
00030,00019,00030,00000
00029,00017,00029,00003
00022,00018,00028,-0001
00032,00017,00030,00008
00028,00022,00028,00012
00028,00023,00028,00012
00028,00023,00028,00012
00028,00023,00028,00012
00028,00024,00028,00012
00028,00024,00028,00012
00031,00024,00031,00017
00031,00022,00031,00016
00031,00022,00026,00016
00026,00026,00020,00020
00026,00026,00020,00020
00025,00027,00016,00025
00025,00027,00016,00026
00025,00027,00016,00028
00025,00027,00016,00026
00025,00027,00016,00029
00025,00027,00016,00028
00022,00028,00016,00025
00020,00026,00016,00029
00019,00026,00015,00030
00019,00026,00015,00030
00019,00026,00015,00030
00019,00026,00018,00030
00016,00024,00019,00032
00013,00022,00021,00032
00017,00022,00021,00032
