delta1,delta2,delta3,delta4
-0001,-0003,00000,00001
-0001,00000,00000,-0001
-0001,00000,-0001,-0001
-0001,00001,-0001,-0004
-0001,00000,-0001,-0002
00000,00001,-0002,-0002
-0003,-0001,-0002,-0001
-0001,00000,00000,-0001
-0001,00000,00000,-0001
00000,-0001,-0001,00000
-0002,00001,-0001,00000
00000,00000,-0001,00000
00004,00001,-0001,00001
00017,00002,00000,00003
00028,00007,00002,00022
00023,00007,00002,00025
00028,00007,00002,00033
00026,00007,00002,00035
00026,00007,00002,00031
00024,00007,00002,00031
00023,00010,00018,00026
00017,00009,00015,00022
00012,00009,00011,00019
00011,00009,00011,00019
00018,00009,00011,00019
00011,00009,00010,00019
00009,00009,00010,00019
00009,00009,00010,00019
00010,00009,00010,00019
00011,00009,00010,00019
00009,00009,00010,00019
00007,00005,00007,00015
00007,00005,00007,00013
00007,00005,00007,00012
00007,00005,00007,00010
00007,00005,00007,00011
00007,00005,00007,00011
00006,00002,00003,00006
00005,00005,00005,00006
00002,00003,00003,00006
00003,00002,00002,00005
00004,00006,00002,00004
-0001,00001,-0001,00003
00005,00001,00002,00002
00003,00002,00000,00002
00001,00003,00001,00003
00001,00001,00000,00002
00001,00002,00000,00001
00002,00003,-0001,00002
00002,00000,00000,00000
00000,00001,-0001,00002
00001,00001,00001,00000
00002,00000,00001,00002
00002,00000,-0001,00000
-0001,00000,00000,-0001
