delta1,delta2,delta3,delta4
00001,00001,00002,-0001
00003,00006,-0003,-0001
00000,00002,00002,00000
-0001,00002,00001,00001
00000,00002,00002,00001
00001,00001,00002,00001
00001,00002,00002,00001
00001,-0001,00003,00000
00006,00001,00002,00000
00002,00001,00001,00000
00002,00003,00000,-0001
00003,00003,00001,-0001
00006,00005,00002,00001
00016,00015,00004,00003
00020,00025,00017,00011
00016,00021,00017,00011
00016,00019,00017,00011
00011,00017,00022,00009
00011,00017,00018,00009
00005,00012,00014,00004
00006,00010,00008,00004
00004,00006,00006,00004
00003,00005,00005,00003
00004,00002,00003,00004
00004,00002,00002,00001
00005,00002,00002,00001
00002,00003,00001,00002
00005,00001,-0001,-0002
00000,00003,00002,00001
00002,00001,00002,00001
00002,00001,00002,00001
00001,00001,00001,00002
00003,00001,00002,00001
00003,00001,00000,00000
00002,00000,00000,00000
-0001,00003,00000,-0001
00002,-0001,00000,00000
00000,00000,00001,00000
00002,00000,-0001,00001
-0001,-0001,00003,00003
00000,-0001,00000,00003
00000,00001,00001,00000
-0001,00002,00001,00001
00001,00001,-0001,00002
00001,-0002,00000,00000
00001,00002,00000,00001
00000,00000,-0001,00001
-0001,00000,00000,00003
00001,00002,00000,00000
-0002,00000,00000,00002
00001,00002,00000,-0002
00000,00003,00000,00000
00001,00000,00000,00002
00001,00001,00001,00001
00001,-0001,00002,00001
