delta1,delta2,delta3,delta4
00001,00000,00000,00008
00001,00001,00001,00000
00002,00002,00000,-0001
00002,00002,00000,00001
-0002,00001,00001,00000
00001,00002,00000,-0003
00002,00002,00002,00001
-0002,00002,00002,-0002
00002,00002,00000,-0004
00003,00001,00001,00001
00001,00002,00002,00003
00003,00005,00002,00002
00007,00006,00001,00004
00020,00006,00003,00007
00032,00006,00003,00007
00042,00006,00003,00007
00040,00006,00003,00007
00035,00006,00003,00007
00027,00006,00003,00007
00021,00025,00026,00035
00021,00022,00029,00027
00021,00017,00026,00021
00021,00017,00022,00016
00021,00017,00017,00016
00007,00009,00007,00011
00004,00009,00007,00011
00006,00009,00007,00011
00007,00009,00007,00011
00003,00009,00007,00011
00005,00009,00007,00011
00004,00002,00004,00004
00004,00004,00002,00003
00002,00001,00003,00003
00002,00002,00002,00002
00003,-0002,00000,00003
00002,00001,00000,00001
-0002,00003,-0001,00003
00000,-0001,00002,00003
00004,00001,00000,00000
00001,00001,00000,00001
00002,00001,00000,00001
00000,00001,00000,00000
00002,00002,00000,00001
00000,00002,-0001,00001
-0002,00002,00000,00002
00003,00003,00001,00001
-0001,00000,-0001,00001
-0001,00001,00000,00000
-0001,00002,-0001,00001
00000,00001,00001,00005
00002,00002,00000,00001
-0001,00001,00000,-0001
00001,00001,00002,00001
00002,00000,-0001,00001
00000,00003,-0001,00000
