delta1,delta2,delta3,delta4
00003,-0001,00001,00001
00001,00000,00002,00001
00002,00000,00001,00001
00001,-0002,-0002,-0002
00001,00001,00000,00001
00001,00001,00002,00001
00001,00002,00001,00000
00005,00003,00001,-0001
00004,00002,00001,00001
00010,00004,00004,00005
00022,00011,00005,00009
00022,00011,00005,00009
00022,00011,00005,00009
00016,00011,00005,00009
00012,00017,00024,00016
00012,00017,00024,00016
00012,00017,00025,00016
00012,00017,00020,00016
00002,00008,00010,00007
00004,00006,00009,00007
00007,00005,00007,00005
00004,00005,00005,00005
00003,00003,00004,00004
00000,00002,00004,00003
00003,00002,00003,00003
00002,00004,00002,00002
00002,00001,00003,00003
00001,00000,00003,00002
00005,00002,00001,00004
00000,00002,00002,00002
00002,00003,00002,00002
00003,00002,00002,00002
00000,00000,00002,00002
00003,-0002,00001,00000
00002,00002,00001,00001
00003,-0001,-0001,00000
00002,00001,00002,00000
00002,00000,00001,00000
-0002,00001,00002,00000
00002,00002,00001,00001
00001,00000,00001,00000
-0001,00001,00001,00000
00002,-0002,00001,-0001
-0001,00000,00001,00001
00001,00000,00002,00001
00000,00001,00001,00001
00001,00001,00000,-0001
-0001,-0001,00000,00000
00001,-0001,00001,00001
00002,00001,00001,00000
00001,-0001,00001,-0001
00001,00002,00001,00001
00002,-0001,00001,00000
00002,00000,00000,00000
-0001,00001,00003,00002
