delta1,delta2,delta3,delta4
00002,00000,00000,00001
-0001,00001,00001,-0001
00001,-0001,00001,00000
00003,00001,00002,00000
00001,00002,00000,-0001
00000,00001,00003,00002
-0001,00000,00002,00001
00000,00000,00002,00001
00001,00001,00002,00003
00001,00001,00002,00001
00000,00002,00001,00002
00000,00002,00002,00001
00003,00003,00002,00002
00011,00008,00006,00005
00035,00045,00030,00022
00011,00014,00027,00014
00011,00014,00009,00014
00007,00005,00007,00006
00003,00000,00002,00004
00002,00002,00001,00002
-0003,00002,00003,00002
00001,00003,00003,00002
00003,00003,00002,00001
00002,00002,00001,00003
00001,00001,00002,00002
00000,00003,00001,00001
00002,00001,00001,00002
00000,00003,00003,00003
00000,00002,00002,00002
00008,00000,00001,00001
00001,00001,00000,00001
00000,00000,00002,00002
00000,00001,00002,00001
00000,00002,00001,00002
00001,00004,00002,00000
00003,00001,-0001,00003
00001,00001,00001,00002
00000,00001,00001,00001
00002,00001,00001,00001
-0002,00002,00000,-0002
00002,00002,00001,-0001
00000,00000,00001,00001
00003,00000,00001,00001
00002,00002,00001,00001
-0001,00000,00002,00001
00001,00003,00001,00001
00000,00001,00002,00001
00001,00001,00002,00001
00001,00000,00001,00000
-0001,00001,00001,00001
00001,00001,00000,-0001
00000,00000,00002,00003
00001,00002,00001,00001
00001,00001,00001,00002
00001,00001,00002,00003
