delta0,delta1,delta2,delta3,delta4
0035,0037,0037,0037,0031
0052,0050,0039,0040,0040
0054,0055,0044,0046,0047
0067,0062,0044,0046,0047
0069,0075,0045,0048,0047
0072,0076,0048,0058,0053
0073,0076,0048,0058,0053
0074,0077,0048,0058,0053
0074,0080,0047,0053,0051
0074,0080,0047,0053,0051
0073,0080,0047,0053,0051
0054,0051,0040,0038,0039
0039,0045,0039,0037,0039
0038,0032,0035,0036,0035
0018,0014,0024,0020,0021
0013,0011,0017,0016,0016
0010,0009,0014,0016,0010
0002,0000,-001,0003,-002
0002,0000,-001,0003,-002
0002,-003,-001,0003,-004
0003,-003,-003,0002,0001
0003,-003,-003,0002,0001
0003,-004,-003,0002,0001
-002,-004,-004,-002,-005
-002,-004,-004,-002,-005
-002,-004,-004,-002,-005
-005,-003,-006,0001,-005
-005,-003,-006,0001,-005
-003,-003,-006,0001,-005
-001,-004,-006,-001,-007
