delta0,delta1,delta2,delta3,delta4
0023,0026,0033,0033,0030
0023,0030,0034,0033,0030
0046,0049,0049,0049,0050
0059,0061,0049,0049,0050
0066,0072,0049,0056,0051
0091,0099,0058,0072,0063
0091,0099,0058,0072,0063
0092,0102,0058,0072,0063
0102,0101,0065,0077,0065
0102,0101,0065,0077,0065
0066,0065,0065,0077,0065
0058,0060,0065,0077,0065
0038,0044,0039,0039,0037
0016,0010,0022,0021,0017
0006,0010,0014,0012,0007
0006,0010,0014,0012,0007
0000,0002,0006,0009,0003
0000,0000,0006,0007,0003
0000,0000,0006,0007,0003
0002,0000,0004,0006,0003
0001,0000,0002,0001,0000
0001,0000,0002,0001,0000
0001,-002,0002,0001,0000
-003,-002,0002,0001,0000
-003,-002,0002,0001,0000
-003,-001,0001,0001,0000
-002,-001,0001,0002,0001
-002,-001,0001,0002,0001
-002,-001,0005,0003,0000
-004,0000,-001,-001,0000
