delta0,delta1,delta2,delta3,delta4
0035,0038,0037,0042,0039
0035,0038,0037,0042,0039
0038,0040,0042,0042,0039
0044,0045,0039,0043,0040
0044,0045,0039,0043,0040
0044,0054,0039,0043,0040
0065,0072,0046,0052,0051
0065,0072,0046,0052,0051
0060,0062,0046,0047,0048
0045,0050,0042,0045,0045
0044,0049,0042,0045,0045
0027,0030,0032,0036,0036
0020,0021,0024,0023,0020
0017,0021,0024,0023,0020
0008,0005,0015,0010,0013
0000,0002,0007,0006,0004
0000,0002,0007,0006,0004
0000,-002,0005,0004,0003
-003,-002,0005,0004,0003
-003,-002,0005,0004,0003
-003,0001,0006,0007,0002
-001,0000,0004,0001,0001
-001,0000,0004,0001,0001
-001,0000,0004,0001,0001
-001,0000,0005,0004,0003
-001,0000,0005,0004,0003
-001,0000,0002,0004,0002
-001,0005,-001,0000,-004
-001,0005,-001,0000,-004
0003,0006,-001,0000,-004
