delta0,delta1,delta2,delta3,delta4
0027,0025,0035,0029,0029
0039,0039,0041,0041,0040
0043,0046,0044,0043,0041
0049,0057,0044,0043,0041
0049,0057,0044,0043,0041
0042,0043,0039,0043,0039
0042,0043,0039,0043,0039
0042,0048,0041,0042,0040
0045,0048,0042,0042,0040
0044,0048,0042,0042,0040
0044,0045,0042,0035,0035
0029,0027,0027,0029,0029
0022,0020,0027,0026,0029
0022,0015,0025,0026,0024
0010,0011,0020,0010,0010
0006,0009,0012,0008,0010
0001,0001,0007,0000,0003
0001,0001,0005,-003,-003
0001,0001,0005,-003,-003
0001,-001,0006,-003,-001
0001,-001,0006,-005,-001
-001,-001,0005,-005,-001
-002,-002,-006,-005,-004
-001,-002,-005,-004,-004
0003,-002,-005,-004,-004
0003,-004,-003,-004,-004
-003,-004,-003,-004,-004
-003,-004,-003,-004,-004
-002,-004,0000,-003,-001
-002,-004,0000,-003,-001
