delta0,delta1,delta2,delta3,delta4
0024,0024,0030,0031,0034
0031,0027,0030,0031,0034
0036,0037,0036,0042,0038
0040,0041,0036,0042,0038
0043,0042,0035,0041,0037
0063,0069,0045,0051,0051
0063,0069,0045,0051,0051
0063,0068,0045,0049,0050
0060,0065,0045,0044,0041
0057,0062,0045,0042,0039
0045,0050,0043,0042,0039
0044,0044,0041,0040,0032
0022,0025,0027,0027,0029
0018,0017,0023,0022,0020
0017,0012,0022,0021,0018
0005,0003,0012,0010,0010
0003,0003,0011,0006,0009
0001,-003,0001,0005,0002
0001,-004,0001,0002,0000
0001,-004,0001,0002,0000
0001,0000,0002,-001,-002
-001,0000,0002,-004,-002
-001,0000,0002,-004,-002
-005,-005,-004,-004,-004
-004,-005,-004,-006,-004
-004,-005,-004,-006,-004
-004,-004,-005,-005,-003
-005,-004,-004,-005,-003
-005,-004,-004,-005,-003
-001,-004,-002,-001,0002
