delta0,delta1,delta2,delta3,delta4
0027,0024,0029,0033,0031
0027,0030,0033,0033,0031
0048,0048,0045,0046,0045
0055,0059,0045,0046,0045
0061,0059,0046,0048,0045
0086,0092,0053,0061,0059
0087,0092,0053,0061,0059
0098,0102,0054,0062,0059
0101,0093,0061,0066,0063
0101,0093,0061,0066,0063
0089,0093,0061,0066,0063
0072,0093,0061,0066,0063
0069,0072,0045,0048,0048
0029,0025,0032,0034,0029
0023,0024,0021,0020,0017
0012,0013,0021,0019,0017
0005,0009,0011,0014,0012
0003,0001,0005,0006,0006
0003,0001,0005,0006,0006
0003,-001,0004,0006,0006
0002,-001,0001,0002,0002
0002,-001,0001,0002,0002
0002,0003,0001,0002,0002
0002,0003,0001,0002,0001
0002,0003,0001,0002,0001
0003,0001,0001,0002,0001
-002,-004,-001,-001,0001
-002,-004,-001,-001,0001
-002,-004,-001,-001,0001
-003,0000,0002,-001,0000
