delta0,delta1,delta2,delta3,delta4
0026,0032,0033,0033,0030
0029,0032,0033,0033,0030
0039,0047,0035,0040,0039
0041,0047,0038,0040,0039
0043,0047,0038,0040,0039
0070,0077,0048,0049,0050
0070,0077,0048,0049,0050
0070,0077,0048,0049,0050
0076,0084,0050,0056,0052
0076,0084,0050,0056,0052
0048,0049,0045,0044,0047
0045,0048,0037,0036,0032
0026,0029,0037,0033,0030
0009,0018,0022,0020,0018
0009,0010,0016,0013,0009
0009,0010,0007,0010,0006
0005,0007,0007,0009,0006
0002,0002,-002,0002,0001
0002,0002,-003,0002,0001
0002,0002,-003,0002,0001
0001,0000,0003,0001,0003
0001,0000,0003,0001,0003
0001,0000,0003,0001,0003
0003,0003,-002,-003,-003
0003,0003,-002,-003,-003
0003,0003,-002,-003,-003
0001,0003,0005,0002,0001
0001,0003,0005,0002,0001
0001,0003,0005,0002,0001
-002,-002,0004,0001,0004
