delta0,delta1,delta2,delta3,delta4
0037,0037,0037,0038,0037
0040,0048,0042,0045,0044
0076,0084,0056,0059,0061
0104,0107,0057,0069,0061
0104,0107,0057,0069,0061
0100,0099,0057,0069,0061
0087,0088,0057,0069,0061
0071,0076,0054,0060,0052
0070,0071,0044,0057,0049
0044,0042,0040,0040,0039
0025,0027,0034,0031,0031
0022,0026,0030,0031,0031
0019,0017,0020,0022,0022
0007,0015,0016,0018,0014
0005,0007,0012,0011,0011
0005,0006,0005,0009,0005
0005,0006,0005,0009,0005
0003,0001,0006,0009,0002
0003,0001,0006,0006,0002
0003,0001,0006,0005,0000
0000,0000,0005,0005,0000
0000,0000,0005,0000,0000
0000,0000,0005,0000,0000
0001,-001,0002,0002,0002
0001,-001,0002,0004,0002
0001,-001,0002,0004,0002
-002,0001,0006,0004,0003
0001,0003,0006,0002,0003
0001,0003,0006,0002,0003
0003,0004,0000,0002,0000
