delta0,delta1,delta2,delta3,delta4
0039,0048,0038,0041,0036
0044,0049,0042,0043,0040
0071,0083,0052,0058,0053
0103,0109,0057,0073,0068
0208,0267,0077,0098,0091
0326,0484,0077,0098,0091
0359,0533,0077,0098,0091
0359,0533,0077,0098,0091
0329,0406,0077,0098,0091
0102,0114,0056,0065,0061
0037,0044,0038,0037,0034
0029,0039,0038,0037,0034
0028,0026,0038,0037,0034
0018,0025,0038,0037,0034
0018,0015,0038,0037,0034
0018,0015,0018,0027,0020
0008,0010,0016,0014,0015
0007,0009,0011,0012,0012
0007,0009,0009,0012,0012
0001,0009,0009,0009,0012
0000,0004,0009,0007,0001
0000,0004,0009,0007,0001
0000,0004,0009,0007,0001
-001,0005,0001,0003,0003
-001,0005,0001,0003,0003
-001,0005,0001,0003,0003
0000,0001,0000,0002,0000
0000,0001,0000,0002,0000
0001,0001,0000,0002,0000
-002,-002,-002,0000,-002
