delta0,delta1,delta2,delta3,delta4
0031,0028,0036,0033,0031
0031,0033,0036,0034,0033
0042,0043,0043,0042,0040
0042,0043,0043,0042,0040
0048,0047,0044,0042,0044
0061,0059,0043,0047,0045
0061,0059,0043,0047,0045
0041,0041,0043,0041,0040
0034,0032,0038,0039,0035
0034,0032,0038,0039,0035
0025,0022,0030,0028,0032
0012,0013,0019,0015,0019
0012,0013,0019,0015,0019
0007,0009,0012,0010,0011
0002,0004,0005,0004,0004
0002,0004,0005,0004,0004
0002,0002,0005,0001,0004
0000,-001,0001,-001,0002
0000,-001,0001,-001,0002
0000,-001,0001,-001,0002
-001,0001,0002,0001,0002
-001,0001,0002,0001,0002
-001,-002,0001,0001,0002
0003,-002,0001,0000,-001
0003,-002,0001,0000,-001
0003,0002,0001,0000,-001
0001,0002,0001,-001,-002
0001,0002,0001,-001,-002
0001,0001,0001,-001,-002
0003,0000,0000,-001,0000
