delta0,delta1,delta2,delta3,delta4
0030,0032,0036,0038,0037
0040,0044,0041,0044,0044
0058,0061,0044,0047,0046
0063,0064,0047,0053,0049
0063,0067,0047,0053,0049
0067,0068,0050,0053,0049
0067,0068,0050,0047,0046
0037,0039,0038,0042,0037
0031,0035,0037,0038,0036
0022,0023,0030,0025,0021
0008,0015,0022,0021,0016
0006,0010,0020,0021,0016
0002,0007,0007,0010,0004
0002,0007,0007,0010,0004
0002,0004,0002,0007,0002
0002,0002,-001,0007,0002
0002,0002,-001,0008,0002
0002,0004,0002,0008,0003
0002,0004,0002,0006,0003
0002,0004,0002,0006,0003
0005,0003,-001,0006,0000
0005,0003,-001,-001,0000
0003,0003,-001,-001,0000
0002,-001,0000,-001,0000
0002,-001,0000,0002,-001
0002,-001,0000,0002,-001
0000,0001,0003,0002,0004
0000,0001,0003,0000,0004
0000,0001,0003,0000,0004
-002,-001,0004,0000,0002
