delta0,delta1,delta2,delta3,delta4
0020,0023,0031,0028,0030
0020,0023,0031,0039,0031
0038,0036,0044,0045,0039
0038,0036,0044,0045,0039
0038,0044,0044,0045,0046
0077,0075,0059,0065,0055
0077,0075,0059,0065,0055
0081,0076,0057,0064,0054
0070,0071,0046,0051,0048
0060,0065,0046,0051,0048
0041,0039,0039,0038,0037
0023,0025,0029,0034,0027
0021,0025,0029,0034,0027
0007,0009,0017,0015,0012
0006,0009,0013,0012,0009
0006,0009,0013,0012,0009
0005,0008,0005,0005,0007
-005,-002,-001,0005,0000
0005,0008,0005,0006,0007
0002,0000,0007,0006,0000
0002,0000,0007,0005,0001
0002,0000,0007,0005,0001
0001,0000,0000,0003,0001
0001,0000,0000,0003,0000
0001,0000,0000,0003,0000
0003,0006,0004,0003,0003
0003,0006,0004,0007,0003
0003,0004,0004,0004,0003
0003,0004,0004,0004,0003
0003,0004,0004,0002,0003
