delta0,delta1,delta2,delta3,delta4
0050,0050,0039,0045,0043
0053,0063,0039,0045,0043
0064,0073,0046,0049,0047
0064,0073,0046,0049,0047
0064,0073,0046,0049,0047
0070,0075,0045,0051,0052
0063,0075,0045,0051,0052
0063,0075,0045,0051,0052
0033,0036,0036,0037,0033
0031,0030,0034,0033,0033
0030,0028,0033,0033,0033
0010,0011,0019,0019,0013
0010,0011,0016,0019,0013
0010,0008,0016,0019,0013
0003,0000,0002,0003,0002
0003,0000,0002,0003,0002
0003,0000,0002,0003,0002
0000,0000,0003,0000,0000
0000,0000,0003,0000,0000
0000,0000,0003,0000,0000
0004,0000,-005,0003,0000
0004,0000,-005,0003,0000
0004,0000,-005,0003,0000
-003,0000,-001,-003,-007
-003,0000,-001,-003,-007
-003,0000,-001,-003,-007
-001,0002,-002,-002,-003
-001,0002,-002,-002,-003
-001,0002,-002,-002,-003
0004,-001,-004,0004,-001
