delta0,delta1,delta2,delta3,delta4
0020,0025,0028,0031,0029
0020,0026,0028,0031,0029
0036,0047,0040,0043,0044
0046,0053,0040,0043,0044
0048,0058,0041,0049,0044
0073,0087,0051,0058,0059
0073,0090,0051,0058,0059
0080,0099,0051,0058,0059
0073,0090,0050,0054,0052
0067,0079,0050,0054,0052
0050,0065,0048,0052,0049
0048,0052,0038,0041,0037
0036,0040,0035,0041,0037
0023,0032,0034,0031,0032
0019,0026,0025,0022,0024
0014,0018,0023,0022,0024
0007,0011,0016,0012,0016
0003,0008,0006,0006,0010
0003,0008,0006,0006,0010
0003,0007,0006,0006,0008
0000,0002,0000,0000,0001
0000,0002,0000,0000,0001
0000,0002,0000,0000,0001
0000,0001,-002,-001,-003
0000,0001,-002,-001,-003
0000,0001,-002,-001,-003
-001,0003,0004,0003,0003
-001,0003,0004,0003,0003
-002,0003,0004,0003,0003
-005,-001,0001,0000,0002
