delta0,delta1,delta2,delta3,delta4
0018,0026,0032,0031,0030
0021,0026,0035,0036,0031
0038,0037,0038,0042,0036
0038,0037,0038,0042,0036
0039,0037,0038,0043,0036
0053,0055,0041,0051,0050
0064,0068,0041,0051,0050
0065,0069,0041,0051,0050
0068,0075,0051,0058,0048
0068,0075,0051,0058,0048
0060,0068,0048,0048,0048
0053,0059,0039,0042,0038
0045,0046,0039,0042,0038
0016,0023,0024,0026,0024
0013,0012,0023,0022,0012
0004,0009,0014,0015,0012
0003,0008,0014,0011,0012
0001,0002,0000,0006,0001
0001,0002,0000,0006,0001
0001,0002,0000,0006,0001
-001,-001,0000,-002,0000
-001,-001,0000,-002,0000
-001,-001,0000,-002,0000
-003,-001,0004,0003,-001
-003,-001,0004,0003,-001
-003,-001,0002,0003,-001
-002,0000,-002,0001,-001
-002,0000,-002,0001,-001
-002,0000,-002,0001,-001
-001,-001,0003,0002,-002
