delta0,delta1,delta2,delta3,delta4
0028,0025,0031,0029,0029
0028,0025,0031,0029,0029
0051,0049,0044,0049,0048
0056,0057,0044,0049,0048
0067,0064,0044,0049,0048
0074,0084,0053,0053,0051
0079,0085,0053,0060,0056
0089,0093,0053,0060,0056
0089,0093,0051,0061,0058
0081,0084,0051,0061,0058
0057,0057,0045,0046,0042
0045,0044,0039,0041,0038
0026,0026,0028,0022,0024
0016,0013,0025,0019,0020
0014,0006,0017,0018,0019
0002,0003,0005,0009,0008
0002,0003,0005,0008,0008
-002,-002,0005,0001,0005
-001,-002,-002,0000,0005
-001,-002,-002,0000,0004
0000,-003,-003,0002,0003
0003,-003,-003,0002,0003
0003,-003,-003,0002,0003
0003,-004,-003,-002,-001
0001,-005,-005,-003,-001
0001,-005,-005,-003,-001
0001,-005,-003,-004,-004
-002,-005,-003,-004,-004
-002,-005,-003,-004,-004
-003,-004,-004,-001,0000
