delta0,delta1,delta2,delta3,delta4
0025,0026,0030,0030,0028
0025,0026,0030,0030,0028
0025,0028,0030,0030,0028
0032,0031,0039,0040,0037
0032,0031,0039,0040,0037
0034,0036,0039,0041,0038
0049,0051,0046,0046,0046
0061,0064,0046,0046,0046
0063,0065,0046,0046,0046
0106,0110,0057,0074,0066
0115,0121,0057,0075,0067
0124,0137,0057,0075,0067
0117,0130,0057,0075,0067
0117,0130,0057,0075,0067
0091,0098,0052,0060,0055
0074,0080,0041,0044,0037
0030,0033,0039,0039,0037
0022,0033,0039,0039,0037
0013,0023,0039,0039,0037
0013,0013,0039,0039,0037
0013,0011,0039,0039,0037
0010,0008,0024,0020,0018
0004,0008,0013,0014,0011
0004,0003,0005,0009,0006
0005,0003,0005,0003,0004
0005,0003,0005,0003,0004
0000,0001,0003,0003,0004
0000,0001,-001,0000,0002
0000,0001,-001,0000,0002
0000,0001,-001,0000,0002
