delta0,delta1,delta2,delta3,delta4
0033,0037,0034,0039,0034
0038,0043,0034,0039,0034
0050,0052,0036,0044,0037
0050,0055,0036,0044,0037
0050,0057,0036,0044,0037
0060,0060,0038,0043,0039
0060,0060,0038,0043,0039
0037,0045,0038,0040,0037
0029,0034,0027,0029,0029
0024,0030,0026,0029,0029
0020,0025,0026,0028,0028
0013,0014,0019,0020,0017
0007,0011,0019,0020,0017
0004,0011,0008,0010,0010
0004,0004,0000,-001,-001
0004,0004,-002,-001,-001
0002,0004,-002,-001,-001
-002,0002,0000,-002,-002
-002,0002,0000,-002,-002
-002,0002,0000,-002,-002
-001,-001,-005,-002,-004
-001,-001,-005,-002,-004
-001,-001,-005,-002,-004
-005,0001,-001,0000,-001
-005,0001,-001,0000,-001
-005,0001,-001,0000,-001
-001,0000,-001,-002,-004
-001,0000,-001,-002,-004
-001,0000,-001,-002,-004
0002,0005,-007,-002,-001
