delta0,delta1,delta2,delta3,delta4
0025,0030,0029,0031,0030
0031,0032,0029,0031,0030
0044,0041,0035,0040,0036
0044,0041,0035,0040,0036
0045,0046,0035,0040,0036
0047,0050,0043,0044,0044
0047,0050,0043,0044,0044
0052,0050,0043,0045,0044
0079,0089,0055,0060,0056
0093,0097,0055,0060,0056
0097,0103,0055,0063,0056
0118,0122,0062,0075,0072
0118,0122,0062,0075,0072
0117,0122,0062,0075,0072
0109,0123,0062,0075,0072
0098,0123,0062,0075,0072
0072,0079,0049,0050,0045
0061,0064,0049,0050,0045
0042,0064,0049,0050,0045
0031,0033,0049,0050,0045
0031,0019,0049,0050,0045
0031,0019,0049,0050,0045
0012,0019,0023,0013,0017
0005,0006,0013,0012,0009
0004,0006,0013,0012,0009
0004,0006,0010,0009,0009
0002,0002,0007,0004,0006
0002,0002,0007,0004,0006
0002,0002,0007,0004,0006
0002,0003,0006,0002,0004
