delta0,delta1,delta2,delta3,delta4
0031,0029,0033,0034,0035
0035,0040,0033,0037,0036
0057,0052,0045,0046,0047
0057,0052,0045,0046,0047
0066,0071,0045,0049,0050
0100,0115,0061,0075,0066
0138,0171,0068,0083,0075
0139,0193,0068,0083,0075
0187,0248,0068,0083,0075
0187,0248,0068,0083,0075
0157,0219,0068,0083,0074
0143,0163,0055,0059,0052
0087,0096,0055,0058,0052
0027,0024,0034,0030,0028
0018,0018,0034,0030,0028
0018,0015,0034,0030,0028
0013,0011,0034,0030,0028
0006,0010,0034,0030,0028
0006,0010,0016,0013,0016
0005,0004,0013,0011,0011
-007,0001,0003,0004,0001
-007,0001,0003,0004,0001
-007,0000,0003,0004,0001
-006,0000,-001,0001,0000
-006,0000,-001,0001,0000
-006,0002,-001,0001,0000
-006,-001,-002,0001,0002
-006,-001,-002,0001,0002
-006,-001,-002,-001,0002
-007,0000,-001,-001,0000
