delta0,delta1,delta2,delta3,delta4
0022,0024,0030,0031,0032
0022,0027,0030,0036,0032
0037,0038,0039,0039,0037
0037,0038,0039,0039,0037
0037,0041,0039,0043,0038
0071,0066,0047,0056,0050
0075,0082,0047,0056,0050
0075,0086,0047,0061,0052
0116,0125,0063,0082,0069
0116,0125,0063,0089,0069
0129,0139,0063,0089,0069
0148,0157,0063,0089,0069
0148,0157,0063,0089,0069
0108,0115,0061,0062,0057
0087,0081,0041,0041,0035
0037,0038,0041,0041,0035
0015,0012,-011,-014,-028
0009,0010,-011,-014,-028
0009,0010,-011,-014,-028
0009,0010,-011,-014,-028
0006,0006,0011,0012,0010
0006,0006,0011,0012,0010
0002,0004,0005,0003,0002
-003,0002,-003,0003,-001
-003,0002,-003,0003,-001
-003,0000,-003,0006,-001
-006,0000,-001,0006,0001
-006,0000,-001,0006,0001
-006,0000,-001,0001,0001
-002,0001,0003,-001,0001
