delta0,delta1,delta2,delta3,delta4
0029,0034,0036,0041,0037
0045,0047,0040,0041,0037
0065,0076,0046,0048,0045
0071,0078,0046,0054,0060
0106,0120,0053,0070,0065
0142,0176,0070,0087,0086
0143,0184,0070,0087,0086
0144,0184,0070,0087,0086
0144,0173,0070,0087,0086
0091,0110,0052,0055,0053
0063,0059,0045,0049,0045
0037,0043,0045,0041,0040
0025,0025,0045,0041,0040
0025,0025,0045,0041,0040
0025,0025,0045,0041,0040
0012,0009,0012,0016,0011
0011,0009,0012,0014,0011
0011,0007,0012,0014,0009
0005,0002,0001,0006,0000
0004,0002,0001,0006,0000
0004,0002,0001,0006,0000
0000,0000,-003,0002,0001
0000,0000,-003,0002,0001
0000,0000,-003,0002,0001
-003,0002,0000,-001,-003
-003,0002,0000,-001,-003
-003,0002,0000,-001,-003
-002,0001,-001,-003,-007
-002,0001,-001,-003,-007
-002,0001,-001,-003,-007
