delta0,delta1,delta2,delta3,delta4
0032,0027,0034,0030,0032
0033,0036,0033,0029,0031
0046,0043,0037,0041,0037
0056,0053,0037,0041,0037
0060,0058,0037,0044,0041
0086,0084,0048,0057,0051
0086,0084,0048,0057,0051
0054,0047,0044,0042,0042
0041,0043,0041,0037,0035
0040,0032,0041,0037,0035
0021,0015,0030,0025,0022
0011,0014,0012,0015,0010
0011,0014,0012,0015,0010
0009,0007,0011,0009,0004
0002,0001,0005,0002,0003
0002,0001,0005,0002,0003
0002,0001,0005,0002,0002
0004,0005,0000,0000,-002
0004,0005,0000,0000,-002
0003,0001,0000,0000,-002
0002,-001,0005,0000,0001
0002,-001,0005,0000,0001
0002,-001,0008,-003,0002
0002,0001,-001,-003,-003
0002,0001,-001,-003,-003
0002,0004,-001,-002,-003
-002,-001,0001,-003,0000
-002,-001,0001,-003,0000
-002,-001,0001,-003,0000
-001,0001,0002,-003,-002
