delta0,delta1,delta2,delta3,delta4
0025,0025,0032,0029,0026
0026,0028,0034,0029,0026
0029,0029,0033,0032,0035
0029,0030,0033,0037,0035
0034,0030,0033,0037,0035
0042,0045,0039,0043,0041
0042,0047,0042,0043,0045
0051,0048,0042,0048,0045
0056,0067,0047,0050,0048
0061,0067,0047,0050,0048
0067,0071,0047,0050,0048
0072,0075,0051,0049,0050
0072,0075,0051,0049,0050
0060,0060,0050,0048,0049
0059,0060,0044,0047,0047
0050,0047,0041,0040,0047
0045,0046,0041,0040,0047
0039,0043,0041,0038,0036
0022,0020,0030,0030,0029
0012,0012,0024,0016,0020
0011,0009,0018,0015,0014
0003,0001,0005,0002,0001
0003,0001,0005,0002,0001
0002,-003,0000,0002,-001
-001,-003,-002,-002,-002
-001,-003,-002,-002,-002
-001,-003,-004,-003,-004
-001,-005,-006,-004,-004
-001,-005,-006,-004,-004
0000,-005,-006,-004,-005
