delta0,delta1,delta2,delta3,delta4
0021,0025,0034,0032,0030
0030,0032,0041,0039,0034
0033,0033,0041,0039,0037
0037,0040,0043,0044,0037
0064,0064,0050,0053,0050
0071,0069,0051,0054,0051
0074,0074,0053,0057,0052
0086,0086,0054,0061,0055
0086,0086,0054,0061,0055
0068,0068,0044,0056,0048
0043,0043,0044,0044,0046
0023,0024,0031,0032,0027
0016,0014,0027,0023,0020
0009,0009,0022,0020,0017
0005,0007,0015,0013,0011
0005,0007,0015,0011,0011
0004,0007,0007,0011,0008
0001,0005,0003,0005,0002
0001,0005,0003,0004,0002
0000,0005,0009,0004,0001
0000,0002,0009,0004,0000
0000,0002,0008,0005,0000
0002,0004,0003,0002,0004
0002,0004,0002,0002,0004
0002,0004,0002,0002,0004
0000,-001,0003,0002,0000
0000,-001,0003,0005,0000
0000,-001,0003,0004,0000
0003,0004,0003,0004,0002
0003,0004,0003,0004,0002
