delta0,delta1,delta2,delta3,delta4
0026,0027,0030,0033,0031
0035,0036,0038,0038,0037
0036,0040,0039,0039,0040
0038,0043,0041,0044,0042
0058,0064,0046,0050,0047
0064,0067,0049,0052,0051
0070,0073,0049,0058,0051
0086,0090,0058,0070,0063
0097,0101,0058,0071,0063
0097,0101,0057,0075,0063
0097,0095,0057,0075,0063
0097,0082,0057,0075,0063
0064,0071,0048,0059,0048
0051,0059,0045,0046,0047
0037,0034,0036,0034,0032
0020,0019,0027,0033,0025
0019,0017,0027,0026,0023
0008,0004,0014,0011,0010
0005,0004,0012,0008,0010
0003,0002,0005,0007,0001
0000,0000,-001,0004,0001
0000,0000,-001,0004,0001
0005,0001,0004,0004,0000
0005,0001,0004,0005,0001
0005,0001,0004,0005,0001
-002,-001,-004,0005,0001
-002,-001,-003,0005,0000
-002,-001,-003,0003,0000
0000,0000,0000,0002,0000
0000,0004,0002,0002,0001
