delta0,delta1,delta2,delta3,delta4
0032,0029,0034,0035,0031
0036,0035,0041,0043,0040
0058,0065,0045,0047,0043
0112,0139,0058,0073,0064
0112,0139,0058,0073,0064
0112,0122,0058,0073,0064
0098,0112,0058,0073,0064
0086,0095,0058,0073,0064
0082,0088,0057,0066,0063
0076,0087,0051,0062,0059
0052,0055,0045,0042,0040
0033,0035,0039,0033,0034
0033,0034,0039,0033,0034
0033,0024,0039,0033,0034
0033,0024,0039,0033,0034
0023,0024,0035,0031,0030
0008,0007,0014,0013,0008
0008,0007,0014,0013,0008
0006,0006,0013,0011,0007
0002,-002,0002,0000,0002
0002,-002,0002,0000,0002
0001,-002,-003,0000,0002
-002,-001,0001,-001,-004
-002,-001,0001,-001,-004
-002,-001,0001,-001,-004
0000,-003,-005,0001,-001
0000,-003,-005,0001,-001
0000,-003,-005,0001,-001
-002,-002,-006,-001,-005
-002,-002,-006,-001,-005
