delta0,delta1,delta2,delta3,delta4
0023,0028,0028,0031,0027
0026,0032,0028,0031,0027
0038,0044,0038,0039,0038
0049,0051,0038,0039,0038
0053,0054,0039,0041,0038
0088,0095,0057,0065,0062
0088,0095,0057,0065,0062
0089,0105,0055,0065,0062
0089,0094,0055,0067,0064
0089,0092,0055,0067,0064
0074,0076,0053,0059,0058
0071,0074,0041,0043,0038
0043,0046,0038,0043,0038
0021,0021,0031,0028,0031
0018,0016,0018,0017,0015
0007,0007,0015,0012,0012
0002,0007,0014,0011,0012
0000,0003,0002,0003,0004
0000,0003,0002,0003,0004
0000,0003,0002,0003,0004
0005,0004,0000,-002,0001
0005,0004,0000,-002,0001
0005,0003,0000,-002,0001
0003,0003,-001,-001,-001
0003,0003,-001,-001,-001
0002,0004,-001,-001,-001
-002,0002,0005,0000,0002
-002,0002,0005,0000,0002
-002,0002,0005,0000,0002
-003,0002,0000,-001,0001
