delta0,delta1,delta2,delta3,delta4
0024,0028,0032,0032,0032
0030,0033,0037,0034,0034
0054,0042,0044,0045,0043
0054,0042,0044,0045,0043
0056,0058,0044,0045,0043
0079,0079,0050,0054,0054
0079,0079,0050,0054,0054
0070,0069,0050,0054,0050
0061,0061,0046,0046,0046
0061,0061,0046,0046,0046
0036,0032,0038,0040,0036
0017,0017,0028,0024,0020
0016,0017,0028,0024,0020
0005,0009,0011,0011,0008
0002,0003,0006,0002,0003
0002,0003,0006,0002,0003
0002,0003,0006,0002,0003
-001,0003,0005,0002,0002
-001,0003,0005,0002,0002
-001,0003,0005,0002,0002
0001,0002,0001,-001,-002
0001,0002,0001,-001,-002
0001,0002,0001,-001,-002
-002,0002,0002,-002,0001
-002,0002,0002,-002,0001
-002,0002,0002,-002,0001
-001,0000,0006,0000,0000
-001,0000,0006,0000,0000
-001,0000,0006,-002,0000
-003,0001,0005,-002,-003
