delta1,delta2,delta3,delta4
0000,0001,0004,0002,
0000,0001,0004,0002,
-002,0001,0002,-004,
-002,0001,0002,-004,
-002,0001,0002,-004,
0000,0000,0003,-004,
0000,0000,0003,-004,
0000,0000,0003,-004,
0004,0003,0004,0006,
0004,0003,0004,0006,
0004,0003,0004,0006,
0004,-001,0005,0001,
0004,-001,0005,0001,
0004,-001,0005,0001,
0001,0000,0003,0003,
0001,0000,0003,0003,
0001,0000,0003,0003,
0001,0001,0005,0005,
0001,0001,0005,0005,
0001,0001,0005,0005,
0001,-002,0001,0005,
0001,-002,0001,0005,
0001,-002,0001,0005,
-001,-003,0002,-003,
-001,-003,0002,-003,
0000,-003,0002,-003,
0001,0002,0003,-002,
0001,0002,0003,-002,
0001,0002,0003,-002,
0000,-002,-003,0002,
