delta1,delta2,delta3,delta4
0003,0004,0004,0002,
0003,0004,0004,0002,
-001,0001,-004,0003,
-001,0001,-004,0003,
0000,0001,-004,0003,
0000,0001,0002,0004,
0000,0001,0002,0004,
-003,0001,0002,0004,
0000,0001,-002,0000,
0000,0001,-002,0000,
0000,0001,-002,0000,
0001,0000,-002,-001,
0001,0000,-002,-001,
0001,0000,-003,-001,
0004,0005,0006,0006,
0004,0005,0006,0006,
0004,0005,0006,0006,
0002,0001,0001,0001,
0002,0001,0001,0001,
0002,0001,0001,0001,
0001,-002,-001,0000,
0001,-002,-001,0000,
0001,-002,-001,0000,
0004,-001,0002,0002,
0004,-001,0002,0002,
0004,-001,0002,0002,
0002,-002,0000,0000,
0002,-002,0000,0000,
0003,-002,0000,0000,
0003,0002,-002,0003,
