delta1,delta2,delta3,delta4
0001,-001,0002,-001,
0001,-001,0002,-001,
0001,-001,0002,-001,
0001,0000,0001,0001,
0001,0000,0001,0001,
0001,0000,0001,0001,
0000,0000,0003,0003,
0000,0000,0003,0003,
0000,0000,0003,0003,
0001,0001,0001,0005,
0001,0001,0001,0005,
0001,0001,0001,0005,
0007,0008,0003,0006,
0006,0007,0002,0005,
0006,0007,0002,0005,
0003,-002,0000,0001,
0003,-002,0000,0001,
0003,-002,0000,0001,
0001,0000,0003,0003,
0001,0000,0003,0003,
-001,0000,0003,0003,
-001,0000,-002,0000,
-001,0000,-002,0000,
-001,0000,-002,0000,
0005,0003,0000,0006,
0005,0003,0000,0006,
0005,0003,0000,0006,
0000,0000,0001,0006,
0000,0000,0001,0006,
0000,0000,0001,0006,
