delta1,delta2,delta3,delta4
0005,0006,0007,0003,
0005,0006,0007,0003,
0005,0006,0007,0003,
0007,0008,0007,0004,
0007,0008,0007,0004,
0007,0008,0007,0004,
0000,0004,0001,0001,
0000,0004,0001,0001,
0000,0004,0001,0001,
0005,0004,0003,0002,
0005,0004,0003,0002,
0005,0004,0003,0002,
0005,0004,0007,0003,
0005,0004,0007,0003,
0005,0004,0007,0003,
0003,0004,0005,0003,
0003,0004,0005,0003,
0003,0004,0005,0003,
0007,0005,0007,0003,
0007,0005,0007,0003,
0007,0005,0007,0003,
0003,0000,0000,-001,
0003,0000,0000,-001,
-002,0000,0000,-001,
0001,0000,0003,0002,
0001,0000,0003,0002,
0001,0000,0003,0002,
0001,0003,0000,-002,
0001,0003,0000,-002,
0001,0003,0000,-002,
