delta1,delta2,delta3,delta4
0001,0000,0001,-005,
0001,0000,0001,-005,
0001,0000,0001,-005,
-001,0000,-002,-006,
-001,0000,-002,-006,
-001,0000,-003,-006,
0005,0003,0001,0003,
0005,0003,0001,0003,
0005,0003,0001,0003,
0005,0001,0005,0002,
0005,0001,0005,0002,
0005,0001,0005,0002,
0000,0002,-002,-004,
0000,0002,-002,-004,
0000,0002,-002,-004,
0000,0000,-002,-001,
0000,0000,-002,-001,
0000,0000,-002,-001,
0001,-001,-001,0001,
0001,-001,-001,0001,
0001,-001,-001,0001,
0003,0004,0005,0000,
0003,0004,0005,0000,
0003,0004,0005,0000,
0000,-001,0000,-001,
0000,-001,0000,-001,
0000,-001,0000,-001,
0000,-002,-001,-004,
0000,-002,-001,-004,
0000,-002,-001,-004,
