delta1,delta2,delta3,delta4
0002,0002,0003,0002,
-001,0002,-002,0001,
-001,0002,-002,0001,
-001,0002,-002,0001,
0002,-001,0000,-001,
0002,-001,0000,-001,
0002,-001,0000,-001,
0001,0001,0002,0000,
0001,0001,0002,0000,
0001,0001,0002,0000,
0003,-001,-001,0000,
0003,-001,-001,0000,
0003,-001,-001,0000,
0003,0000,-001,0002,
0003,0000,-001,0002,
0003,0000,-001,0002,
0001,0001,0001,0001,
0001,0001,0001,0001,
0001,0001,0001,0001,
-001,-003,-004,0001,
-001,-003,-004,0001,
-001,-003,-004,0001,
0000,0000,-002,-001,
0000,0000,-002,-001,
0000,0000,-002,-001,
0005,0003,0003,0005,
0005,0003,0003,0005,
0005,0003,0003,0005,
0000,-003,-001,0001,
0000,-003,-001,0001,
