delta1,delta2,delta3,delta4
0001,-001,0001,-002,
0003,0004,0008,0001,
0003,0004,0008,0001,
0003,0004,0008,0001,
0001,0000,0002,0001,
0001,0000,0002,0001,
0001,0000,0002,0001,
0004,0000,0005,-003,
0004,0000,0005,-003,
0004,0000,0005,-003,
0000,0000,0002,-002,
0000,0000,0002,-002,
0000,0000,0002,-002,
0002,-001,0002,-002,
0002,0000,0002,-001,
0002,0000,0002,-001,
0003,-002,0006,0002,
0003,-002,0006,0002,
0003,-002,0006,0002,
0007,0005,0007,0004,
0007,0005,0007,0004,
0007,0005,0007,0004,
-001,0002,0004,-001,
-001,0002,0004,-001,
-001,0002,0004,-001,
0001,0001,0004,0004,
0001,0001,0004,0004,
0001,0001,0004,0004,
0005,0005,0007,0005,
0005,0005,0007,0005,
