delta1,delta2,delta3,delta4
-001,0002,0003,0002,
-001,0002,0003,0002,
0001,-003,-002,0002,
0001,-003,-002,0002,
0001,-003,-002,0002,
0001,-002,0000,0001,
0001,-002,0000,0001,
0001,-002,0000,0001,
-002,-003,0001,0003,
-002,-003,0001,0003,
-002,-003,0001,0003,
-001,-001,-002,0003,
-001,-001,-002,0003,
-001,-001,-002,0003,
0000,-001,-003,0001,
0000,-001,-003,0001,
0000,-001,-003,0001,
-002,0001,0001,0002,
-002,0001,0001,0002,
-002,0001,0001,0002,
0001,0001,-002,0000,
0001,0001,-002,0000,
0001,0001,-002,0000,
0000,-001,-005,-001,
0000,-001,-005,-001,
0000,-001,-005,-001,
-002,-002,-001,0000,
-002,-002,-001,0000,
-002,-002,-001,0000,
0000,-001,-001,0001,
