delta1,delta2,delta3,delta4
0001,-001,0000,-002,
0001,-001,0005,-003,
0001,-001,0005,-003,
0001,-001,0005,-003,
0007,0005,0006,0005,
0007,0005,0006,0005,
0007,0005,0006,0005,
0001,0001,0004,0000,
0001,0001,0004,0000,
0001,0001,0004,0000,
0001,-001,0001,-003,
0001,-001,0001,-003,
0001,-001,-001,-003,
0003,0001,0006,0005,
0003,0001,0006,0005,
0003,0001,0006,0005,
0000,-001,0001,-001,
0000,-001,0001,-001,
0000,-001,0001,-001,
0001,0000,0003,-001,
0001,0000,0003,-001,
0001,0000,0003,-001,
0002,0001,0003,-001,
0002,0001,0003,0000,
0002,0001,0003,0000,
-001,0001,0002,0002,
-001,0001,0002,0002,
-001,0001,0002,0002,
0001,-001,0001,-001,
0001,-001,0001,-001,
