delta1,delta2,delta3,delta4
0006,0001,0009,0005,
0006,0001,0009,0005,
0001,-002,0001,0001,
0001,-002,0001,0001,
0000,-002,0001,0001,
-002,0002,0001,0001,
-002,0002,0001,0001,
-002,0002,0001,0001,
0001,-001,0000,0001,
0001,-001,0000,0001,
0001,-001,0000,0001,
0005,0003,0001,0003,
0005,0003,0001,0003,
0005,0003,0001,0003,
0002,0001,0002,0001,
0002,0001,0002,0001,
0002,0001,0002,0001,
0002,0001,0001,0001,
0002,0001,0001,0001,
0002,0001,0001,0001,
0002,0001,0003,0003,
0002,0001,0003,0003,
0002,0001,0003,0003,
0003,0001,0002,0001,
0003,0001,0002,0001,
0003,0001,0002,0001,
0001,-001,0004,-001,
0001,-001,0004,-001,
0001,-001,0004,-001,
0004,0001,0004,0003,
