delta1,delta2,delta3,delta4
0005,0002,0000,0004,
0005,0002,0000,0004,
0005,0002,0000,0004,
-002,0000,0000,0000,
-002,0000,0000,0000,
-002,0000,0000,0000,
0005,0006,0003,0005,
0005,0006,0003,0005,
0005,0006,0003,0005,
0007,0006,0002,0003,
0007,0006,0002,0003,
0007,0006,0002,0003,
0000,0001,0001,0000,
0000,0001,0001,0000,
0005,0001,0001,0000,
0005,0004,0004,0004,
0005,0004,0004,0004,
0004,0004,0004,0004,
0001,0001,0002,0001,
0001,0001,0002,0001,
0001,0001,0002,0001,
0002,0003,0005,0005,
0002,0003,0005,0005,
0002,0003,0005,0005,
0004,0007,0004,0004,
0004,0007,0004,0004,
0004,0007,0004,0004,
0002,0001,0000,-004,
0002,0001,0000,-004,
0002,0001,0000,-004,
