delta1,delta2,delta3,delta4
0001,0001,0002,0002,
0001,0001,0002,0002,
0001,-003,0002,0002,
0005,0002,0005,0007,
0005,0002,0005,0007,
0005,0002,0005,0007,
0005,0004,0005,0009,
0005,0004,0005,0009,
0005,0004,0005,0009,
0006,0003,0004,0006,
0006,0003,0004,0006,
0006,0003,0004,0006,
0003,0001,0002,-001,
0003,0001,0002,-001,
0003,0001,0002,-001,
0004,0002,0001,0000,
0004,0002,0001,0000,
0004,0002,0001,0000,
0003,0002,0000,-003,
0003,0002,0000,-003,
0001,0002,0000,-003,
0001,0000,0005,0000,
0001,0000,0005,0000,
0001,0000,0005,0000,
0002,0000,0004,-002,
0002,0000,0004,-002,
0002,0000,0002,-002,
0007,0007,0008,0003,
0007,0007,0008,0003,
0007,0007,0008,0003,
