delta1,delta2,delta3,delta4
0005,0003,0002,0002,
0005,0003,0002,0002,
0005,0003,0002,0002,
0003,-002,0000,-001,
0003,-002,0000,-001,
0003,-002,0000,-001,
0006,0005,0004,0006,
0006,0005,0004,0006,
0006,0005,0004,0006,
0000,-004,-001,-001,
0000,-004,-001,-001,
0000,-004,-001,-001,
0002,0002,0005,-001,
0002,0002,0005,-001,
0002,0002,0005,-001,
0001,0002,0001,-002,
0001,0002,0001,-002,
0001,0002,0001,-002,
0004,0003,0004,-002,
0004,0003,0004,-002,
0004,0003,0004,-002,
0003,0004,0006,0005,
0003,0004,0006,0005,
0003,0004,0006,0005,
0004,0003,0006,0003,
0004,0003,0006,0003,
0004,0003,0006,0003,
0001,-002,0002,-001,
0001,-002,0002,-001,
0001,-002,0002,-001,
