delta1,delta2,delta3,delta4
-002,0000,0000,0003,
-002,0000,0000,0003,
-002,0000,0000,0003,
0000,0000,-003,0000,
0000,0000,-003,0000,
0000,0000,-002,0000,
0002,0002,0004,0002,
0002,0002,0004,0002,
0002,0002,0004,0002,
0002,-001,0004,0003,
0002,-001,0004,0003,
0002,-001,0004,0003,
0002,-002,0004,0006,
0002,-002,0004,0006,
0002,-002,0004,0006,
0001,0003,-001,0003,
0001,0003,-001,0003,
0001,0003,-001,0003,
-001,0003,0001,0002,
-001,0003,0001,0002,
-001,0003,0001,0002,
0004,0007,0007,0004,
0004,0007,0007,0004,
0004,0007,0007,0004,
-002,-001,0004,0003,
-002,-001,0004,0003,
-002,-001,0004,0003,
-001,0004,0001,0004,
-001,0004,0001,0004,
-001,0004,0001,0004,
