delta1,delta2,delta3,delta4
0001,0002,-001,-001,
0001,0002,-001,-001,
-001,0000,0002,-004,
-001,0000,0002,-004,
-001,0000,0002,-004,
-001,0000,-003,0001,
-001,0000,-003,0001,
-001,0000,-003,0001,
-003,0000,-003,-003,
-003,0000,-003,-003,
-003,0000,-003,-003,
0002,0004,0003,0000,
0002,0004,0003,0000,
0002,0004,0003,0000,
-002,-002,0002,-001,
-002,-002,0002,-001,
-002,-002,0002,-001,
0002,0000,0000,0000,
0002,0000,0000,0000,
0002,0000,0000,0000,
0005,0004,0003,0001,
0005,0004,0003,0001,
0005,0004,0003,0001,
-001,0001,0000,-004,
-001,0001,0000,-004,
0000,0001,0000,-004,
0004,0002,0003,0004,
0004,0002,0003,0004,
0004,0002,0003,0004,
0001,-001,-001,0002,
