delta1,delta2,delta3,delta4
0001,-002,0001,0002,
0001,-002,0001,0002,
0001,-002,0001,0002,
0006,0005,0005,0005,
0006,0005,0005,0005,
0006,0005,0005,0005,
0007,0004,0006,0006,
0007,0004,0006,0006,
0007,0004,0006,0006,
0001,0001,0001,0000,
0001,0001,0001,0000,
0001,0001,0001,0000,
0002,-005,0004,0002,
0002,-005,0004,0002,
0002,-005,0004,0002,
0000,0002,0000,0003,
0000,0002,0000,0003,
0001,0002,0000,0003,
0003,0002,-001,0001,
0003,0002,-001,0001,
0003,0002,-001,0001,
-002,0001,0003,0004,
-002,0001,0003,0004,
-002,0001,0003,0004,
-001,-001,0003,0004,
-001,-001,0003,0004,
-001,-001,0003,0004,
0004,0004,0006,0006,
0004,0004,0006,0006,
0004,0004,0006,0006,
