delta1,delta2,delta3,delta4
-002,-001,0001,0003,
-002,-001,0001,0003,
0000,0000,-002,0001,
0000,0000,-002,0001,
0000,0000,-002,0001,
0007,0000,0003,0008,
0007,0000,0003,0008,
0007,0000,0003,0008,
0000,0000,0006,0007,
0000,0000,0006,0007,
0000,0000,0006,0007,
0001,-001,0000,0002,
0001,-001,0000,0002,
0001,-001,0000,0002,
0001,0001,0000,-003,
0001,0001,0000,-003,
0001,0001,0000,-003,
0000,-001,0000,-001,
0000,-001,0000,-001,
0000,-001,0000,-001,
0001,0000,0001,0000,
0001,0000,0001,0000,
0001,0000,0001,0000,
0004,0002,0003,0005,
0004,0002,0003,0005,
0004,0002,0003,0005,
0002,-001,0001,0001,
0002,-001,0001,0001,
0002,-001,0001,0001,
0004,-002,0001,0002,
