delta1,delta2,delta3,delta4
0002,-001,0002,0003,
0002,-001,0002,0003,
0002,-001,0001,0003,
0005,0001,0008,0004,
0005,0001,0008,0004,
0005,0001,0008,0004,
0002,-001,0006,0006,
0002,-001,0006,0006,
0002,-001,0006,0006,
0001,-001,0004,0000,
0001,0000,0004,0000,
0001,0000,0004,0000,
0003,0003,0007,0005,
0003,0003,0007,0005,
0003,0003,0007,0005,
0001,0000,0003,-002,
0001,0000,0003,-002,
0001,0000,0003,-002,
0003,0005,0002,0005,
0003,0005,0002,0005,
0003,0005,0002,0005,
0000,0001,0003,0000,
0000,0001,0003,0000,
0000,0001,0003,0000,
0001,0001,0004,0003,
0001,0001,0004,0003,
0001,0001,0004,0003,
0003,0002,0005,0004,
0003,0002,0005,0004,
0003,0002,0005,0004,
