delta1,delta2,delta3,delta4
0003,0002,0002,0005,
0003,0002,0002,0005,
0003,0002,0002,0005,
0002,-001,-002,-002,
0002,-001,-002,-002,
0002,-001,-002,-002,
0005,0003,0002,0003,
0005,0003,0002,0003,
0005,0003,0002,0003,
0000,-002,-001,0001,
0000,-002,-001,0001,
0000,-002,-001,0001,
0002,-001,-003,0002,
0002,-001,-003,0002,
0002,-001,-003,0002,
0001,-001,-003,0000,
0001,-001,-003,0000,
0001,-001,-003,0000,
0003,0004,0003,0004,
0003,0004,0003,0004,
0003,0004,0003,0004,
0004,0002,0006,0006,
0004,0002,0006,0006,
0004,0002,0006,0006,
-001,-001,0002,0001,
-001,-001,0002,0001,
-001,-001,0002,0001,
0000,0000,-003,0001,
0000,0000,-003,0001,
0000,0000,-004,0001,
