delta1,delta2,delta3,delta4
0004,0003,0007,0004,
0004,0003,0007,0004,
0002,0000,0008,0002,
0002,0000,0008,0002,
0002,0000,0008,0002,
0000,-003,0005,0000,
0000,-003,0005,0000,
0002,-003,0005,0000,
0003,0001,0012,0000,
0003,0001,0012,0000,
0003,0001,0012,0000,
-003,0001,0003,-003,
-003,0001,0003,-003,
-002,0001,0003,-003,
0004,0003,0006,0000,
0004,0003,0006,0000,
0004,0003,0006,0000,
-003,-001,0002,-001,
-003,-001,0002,-001,
-003,-001,0002,-001,
0002,0001,0004,0000,
0002,0001,0004,0000,
0002,0001,0004,0000,
-001,-002,0002,-003,
-001,-002,0002,-003,
-001,-002,0002,-003,
0002,0002,0007,0000,
0002,0002,0007,0000,
0002,0002,0007,0000,
0001,0003,0008,0000,
