delta1,delta2,delta3,delta4
0005,0002,0006,0002,
0002,0001,0000,0000,
0002,0001,0000,0000,
0002,0001,0000,0000,
0002,0001,0002,-001,
0002,0001,0002,-001,
0002,0001,0002,-001,
0005,0005,0007,0004,
0005,0005,0007,0004,
0005,0005,0007,0004,
0001,0000,0002,0000,
0001,0000,0002,0000,
0001,0000,0002,0000,
0004,0003,0006,0004,
0004,0003,0006,0004,
0004,0003,0006,0004,
0000,0002,0003,0000,
0000,0002,0003,0000,
0000,0002,0003,0000,
0003,0006,0002,0004,
0003,0006,0002,0004,
0003,0006,0002,0004,
0004,0004,0005,0004,
0004,0004,0005,0004,
0004,0004,0005,0004,
0001,0000,0000,-001,
0001,0000,0000,-001,
0000,0000,0000,-001,
-002,0002,0002,0003,
-002,0002,0002,0003,
