delta1,delta2,delta3,delta4
0003,0004,0003,0007,
0003,0004,0003,0007,
0004,0004,0004,0003,
0004,0004,0004,0003,
0004,0004,0004,0003,
0000,0002,0001,-001,
0000,0002,0001,-001,
0001,0002,0001,-001,
0001,0001,0003,-004,
0001,0001,0003,-004,
0000,0000,0002,-003,
0001,-001,-002,0001,
0001,-001,-002,0001,
0001,-001,-002,0001,
0007,0001,0003,0005,
0007,0001,0003,0005,
0007,0001,0003,0005,
0001,-002,-004,0001,
0001,-002,-004,0001,
0001,-002,-004,0001,
0001,0000,0004,0002,
0001,0000,0004,0002,
0001,0000,0004,0002,
0001,0000,0000,0002,
0001,0000,0000,0002,
0000,0000,0000,0002,
0002,-001,0001,-002,
0002,-001,0001,-002,
0002,-001,0001,-002,
0005,0001,0002,0005,
