delta1,delta2,delta3,delta4
0001,0000,0003,0001,
0001,0003,0004,0003,
0001,0003,0004,0003,
0001,0003,0004,0003,
0004,0003,0006,0002,
0004,0003,0006,0002,
0004,0003,0006,0002,
0002,0004,0006,0002,
0002,0004,0006,0002,
0002,0004,0006,0002,
0001,0002,0003,0001,
0001,0002,0003,0001,
0001,0002,0003,0001,
0005,0005,0004,0006,
0005,0005,0004,0006,
0005,0005,0004,0006,
0005,0001,0003,0001,
0005,0001,0003,0001,
0005,0001,0003,0001,
0003,0003,0008,0005,
0003,0003,0008,0005,
0003,0003,0008,0005,
-001,0000,0003,0003,
-001,0000,0003,0003,
-001,0000,0003,0003,
0003,0004,0001,0001,
0003,0004,0001,0001,
0003,0004,0001,0001,
0001,0002,0004,-001,
0001,0002,0004,-001,
