delta1,delta2,delta3,delta4
0007,0003,0005,0002,
0001,-002,0002,-001,
0001,-002,0002,-001,
0001,-003,0002,-001,
-001,0002,-002,-007,
-001,0002,-002,-007,
-001,0002,-002,-007,
0000,0000,0001,0003,
0000,0000,0001,0003,
0001,0000,0001,0003,
0002,-002,0001,0002,
0002,-002,0001,0002,
0002,-002,0001,0002,
0002,-003,0006,-002,
0002,-003,0006,-002,
0002,-004,0006,-002,
0000,-001,0002,-004,
0000,-001,0002,-004,
0000,-001,0002,-004,
0001,-002,-001,0000,
0001,-002,-001,0000,
0001,-002,-001,0000,
0004,0002,0004,0006,
0004,0002,0004,0006,
0004,0002,0004,0006,
0002,0003,0003,-002,
0002,0003,0003,-002,
0002,0003,0003,-002,
0001,0001,-002,-001,
0001,0001,-002,-001,
