delta1,delta2,delta3,delta4
0000,-002,0000,0002,
0000,-002,0000,0002,
0000,-002,0000,0002,
-003,-004,0001,0000,
-003,-004,0001,0000,
0000,-004,0001,0000,
0000,0003,0000,0001,
0000,0003,0000,0001,
-002,0003,-001,0001,
-001,0003,0001,0003,
-001,0003,0001,0003,
-001,0003,0001,0003,
0004,0002,0003,0004,
0004,0002,0003,0004,
0004,0002,0003,0004,
-001,-001,0001,0000,
-001,-001,0001,0000,
-001,-001,0001,0000,
0005,0004,0005,0007,
0005,0004,0005,0007,
0005,0004,0005,0007,
-002,-003,0005,-001,
-002,-003,0005,-001,
-002,-003,0005,-001,
0000,0002,0003,0003,
0000,0002,0003,0003,
0000,0002,0003,0003,
0004,0004,0003,0006,
0004,0004,0003,0006,
0004,0004,0003,0006,
