delta1,delta2,delta3,delta4
0001,0000,-001,0002,
0001,0000,-001,0002,
0005,0007,0004,0004,
0005,0007,0004,0004,
0005,0007,0004,0004,
0002,0005,0004,0000,
0002,0005,0004,0000,
0002,0005,0004,0000,
0004,0008,0006,0004,
0004,0008,0006,0004,
0004,0008,0006,0004,
0000,0003,0003,0001,
0000,0003,0003,0001,
0000,0003,0003,0001,
0003,0003,0006,0002,
0003,0003,0006,0002,
0003,0003,0006,0002,
-002,-001,0002,-002,
-002,-001,0002,-002,
-002,-001,0002,-002,
-002,0003,0000,-001,
-002,0003,0000,-001,
-002,0003,0000,-001,
0001,0006,0004,0001,
0001,0006,0004,0001,
0001,0006,0004,0001,
0006,0004,0006,0004,
0006,0004,0006,0004,
0006,0004,0006,0004,
0003,0001,0001,-001,
