delta1,delta2,delta3,delta4
0001,-001,0002,-001,
0002,-001,0002,0000,
0002,-001,0002,0000,
0002,-001,0002,0000,
0002,0000,0000,0000,
0002,0000,0000,0000,
0002,0000,0001,0000,
-001,-001,0001,-002,
-001,-001,0001,-002,
-001,-001,0001,-002,
-002,-001,-002,-001,
-002,-001,-002,-001,
-002,-001,-002,-001,
0006,0007,0005,0002,
0006,0007,0005,0002,
0006,0007,0005,0002,
0000,-002,0001,0000,
0000,-002,0001,0000,
0000,-002,0001,0000,
0000,0000,-003,-002,
0000,0000,-003,-002,
0002,0000,-003,-002,
0002,0004,0006,0002,
0002,0004,0006,0002,
0001,0004,0006,0002,
0000,0001,-001,0000,
0000,0001,-001,0000,
0000,0001,-001,0000,
-003,0002,0000,0001,
-003,0002,0000,0001,
