delta1,delta2,delta3,delta4
0002,-002,-001,-002,
0002,-002,-001,-002,
0005,0004,0005,0007,
0005,0004,0005,0007,
0005,0004,0005,0007,
0002,0002,0002,-002,
0002,0002,0002,-002,
0002,0002,0002,-002,
-001,0002,0003,0002,
0000,0002,0003,0002,
0000,0002,0003,0002,
0001,0000,0002,0000,
0001,0000,0002,0000,
0001,0000,0002,0000,
0003,0005,0006,0004,
0003,0005,0006,0004,
0003,0005,0006,0004,
0004,0005,0008,0003,
0004,0005,0008,0003,
0004,0005,0008,0003,
0005,0002,0009,0005,
0005,0002,0009,0005,
0005,0002,0009,0005,
0004,0004,0006,0005,
0004,0004,0006,0005,
0004,0004,0006,0005,
0003,0003,0004,0002,
0003,0003,0004,0002,
0003,0003,0004,0002,
0003,0003,0000,0001,
